congress_idx,text,verse_ngm,label_ngm,method_ngm,positive_match_with_hyperparam_ngm,verse_emb,label_emb,method_emb,positive_match_with_hyperparam_emb,label_ngm_perc,label_emb_perc,stratum,King James Bible,American Standard Version,Douay-Rheims Bible,Darby Bible Translation,English Revised Version,Webster Bible Translation,World English Bible,Young's Literal Translation,American King James Version
1116177,"It was, you know, let there be light and there was light.",genesis 1:3,6.0,ngram_shingling_min_count_overlap,True,genesis 1:3,0.818350252337832,embedding_similarity,True,2,8,2,"And God said, Let there be light: and there was light.","And God said, Let there be light: and there was light.",And God said: Be light made. And light was made. ,"And God said, Let there be light. And there was light.","And God said, Let there be light: and there was light.","And God said, Let there be light: and there was light.","God said, |Let there be light,| and there was light.","and God saith, 'Let light be;' and light is.","And God said, Let there be light: and there was light."
589223,"Lastly, might I say I believe that we will survive this together as a Nation and we will do this if we let constitutional principals guide us for Isaiah 40:31 says, ``They that wait upon the Lord shall renew their strength.",isaiah 40:31,8.0,ngram_shingling_min_count_overlap,True,acts 2:21,0.4589145754936954,embedding_similarity,False,2,4,2,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.","but they that wait for Jehovah shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that hope in the Lord shall renew their strength, they shall take wings as eagles, they shall run and not be weary, they shall walk and not faint. ","but they that wait upon Jehovah shall renew their strength: they shall mount up with wings as eagles; they shall run, and not tire; they shall walk, and not faint.","but they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But those who wait for Yahweh will renew their strength. They will mount up with wings like eagles. They will run, and not be weary. They will walk, and not faint.","But those expecting Jehovah pass to power, They raise up the pinion as eagles, They run and are not fatigued, They go on and do not faint!","But they that wait on the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint."
810685,As Jesus said: No greater love is this than a man lay down his life for his friends.,john 15:13,8.0,ngram_shingling_min_count_overlap,True,john 15:13,0.8499092824507529,embedding_similarity,True,2,8,2,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends."
388567,"Mr. McEachin cited during his first speech the words of Jesus' first sermon, ``The spirit of the Lord is upon me to bring good news to the poor.''",luke 4:18,7.0,ngram_shingling_min_count_overlap,True,luke 4:18,0.665321879877059,embedding_similarity,True,2,6,2,"The Spirit of the Lord is upon me, because he hath anointed me to preach the gospel to the poor; he hath sent me to heal the brokenhearted, to preach deliverance to the captives, and recovering of sight to the blind, to set at liberty them that are bruised,","The Spirit of the Lord is upon me, Because he anointed me to preach good tidings to the poor: He hath sent me to proclaim release to the captives, And recovering of sight to the blind, To set at liberty them that are bruised,","The Spirit of the Lord is upon me. Wherefore he hath anointed me to preach the gospel to the poor, he hath sent me to heal the contrite of heart, ","The Spirit of the Lord is upon me, because he has anointed me to preach glad tidings to the poor; he has sent me to preach to captives deliverance, and to the blind sight, to send forth the crushed delivered,","The Spirit of the Lord is upon me, Because he anointed me to preach good tidings to the poor: He hath sent me to proclaim release to the captives, And recovering of sight to the blind, To set at liberty them that are bruised,","The spirit of the Lord is upon me, because he hath anointed me to preach the gospel to the poor; he hath sent me to heal the broken-hearted, to preach deliverance to the captives, and recovering of sight to the blind, to set at liberty them that are bruised,","|The Spirit of the Lord is on me, because he has anointed me to preach good news to the poor. He has sent me to heal the brokenhearted, to proclaim release to the captives, recovering of sight to the blind, to deliver those who are crushed,","The Spirit of the Lord is upon me, Because He did anoint me; To proclaim good news to the poor, Sent me to heal the broken of heart, To proclaim to captives deliverance, And to blind receiving of sight, To send away the bruised with deliverance,","The Spirit of the Lord is on me, because he has anointed me to preach the gospel to the poor; he has sent me to heal the brokenhearted, to preach deliverance to the captives, and recovering of sight to the blind, to set at liberty them that are bruised,"
259502,"``Our Father who art in heaven, hallowed be Thy Name.",matthew 6:9,7.0,ngram_shingling_min_count_overlap,True,matthew 6:9,0.8244010651860803,embedding_similarity,True,2,8,2,"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye. Our Father who art in heaven, Hallowed be thy name.","Thus therefore shall you pray: Our Father who art in heaven, hallowed be thy name. ","Thus therefore pray ye: Our Father who art in the heavens, let thy name be sanctified,","After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye: Our Father who art in heaven, Hallowed be thy name.","Pray like this: 'Our Father in heaven, may your name be kept holy.",thus therefore pray ye: 'Our Father who art in the heavens! hallowed be Thy name.,"After this manner therefore pray you: Our Father which are in heaven, Hallowed be your name."
1887385,"Scripture tells us, ``Greater love has no one than this, that he lay down his life for his friends.''",john 15:13,8.0,ngram_shingling_min_count_overlap,True,john 15:13,0.8409959103128631,embedding_similarity,True,2,8,2,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends."
537132,"I take comfort in Matthew, Chapter 6 and Verse 6, ``and when thou prayest, pray to thy father in private and he shall hear you.''",matthew 6:6,6.0,ngram_shingling_min_count_overlap,True,matthew 6:6,0.6309929614786965,embedding_similarity,True,2,6,2,"But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly.","But thou, when thou prayest, enter into thine inner chamber, and having shut thy door, pray to thy Father who is in secret, and thy Father who seeth in secret shall recompense thee.","But thou when thou shalt pray, enter into thy chamber, and having shut the door, pray to thy Father in secret: and thy Father who seeth in secret will repay thee. ","But thou, when thou prayest, enter into thy chamber, and having shut thy door, pray to thy Father who is in secret, and thy Father who sees in secret will render it to thee.","But thou, when thou prayest, enter into thine inner chamber, and having shut thy door, pray to thy Father which is in secret, and thy Father which seeth in secret shall recompense thee.","But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father who is in secret, and thy Father who seeth in secret, will reward thee openly.","But you, when you pray, enter into your inner room, and having shut your door, pray to your Father who is in secret, and your Father who sees in secret will reward you openly.","But thou, when thou mayest pray, go into thy chamber, and having shut thy door, pray to thy Father who is in secret, and thy Father who is seeing in secret, shall reward thee manifestly.","But you, when you pray, enter into your closet, and when you have shut your door, pray to your Father which is in secret; and your Father which sees in secret shall reward you openly."
509881,"I just pray that the peace of God, the peace which passeth all understanding, will be with his family in the hours ahead as the United States House of Representatives mourns the loss of Steve Schiff with his family in New Mexico.",philippians 4:7,6.0,ngram_shingling_min_count_overlap,True,colossians 4:2,0.5061801874048202,embedding_similarity,True,2,5,2,"And the peace of God, which passeth all understanding, shall keep your hearts and minds through Christ Jesus.","And the peace of God, which passeth all understanding, shall guard your hearts and your thoughts in Christ Jesus.","And the peace of God, which surpasseth all understanding, keep your hearts and minds in Christ Jesus. ","and the peace of God, which surpasses every understanding, shall guard your hearts and your thoughts by Christ Jesus.","And the peace of God, which passeth all understanding, shall guard your hearts and your thoughts in Christ Jesus.","And the peace of God, which passeth all understanding, will keep your hearts and minds through Christ Jesus.","And the peace of God, which surpasses all understanding, will guard your hearts and your thoughts in Christ Jesus.","and the peace of God, that is surpassing all understanding, shall guard your hearts and your thoughts in Christ Jesus.","And the peace of God, which passes all understanding, shall keep your hearts and minds through Christ Jesus."
2402070,"In the world you will have tribulation; but be of good cheer, I have overcome the world.",john 16:33,8.0,ngram_shingling_min_count_overlap,True,john 16:33,0.809659434282214,embedding_similarity,True,2,8,2,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.","These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me you may have peace. In the world you shall have distress: but have confidence, I have overcome the world. ",These things have I spoken to you that in me ye might have peace. In the world ye have tribulation; but be of good courage: I have overcome the world.,"These things have I spoken unto you, that in me ye may have peace. In the world ye have tribulation: but be of good cheer; I have overcome the world.","These things I have spoken to you, that in me ye may have peace. In the world ye will have tribulation, but be of good cheer: I have overcome the world.","I have told you these things, that in me you may have peace. In the world you have oppression; but cheer up! I have overcome the world.|","these things I have spoken to you, that in me ye may have peace, in the world ye shall have tribulation, but take courage &#8212; I have overcome the world.'","These things I have spoken to you, that in me you might have peace. In the world you shall have tribulation: but be of good cheer; I have overcome the world."
297953,"Madam Speaker, when I came into work this morning, as I was preparing to come to the floor, I read Tom Friedman's op-ed, which began with the words from the Gospel of Mark: For what shall it profit a man if he gain the whole world but lose his soul?",mark 8:36,7.0,ngram_shingling_min_count_overlap,True,mark 8:36,0.6676242456307631,embedding_similarity,True,2,6,2,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?","For what doth it profit a man, to gain the whole world, and forfeit his life?","For what shall it profit a man, if he gain the whole world, and suffer the loss of his soul? ",For what shall it profit a man if he gain the whole world and suffer the loss of his soul?,"For what doth it profit a man, to gain the whole world, and forfeit his life?","For what shall it profit a man, if he shall gain the whole world, and lose his own soul:","For what does it profit a man, to gain the whole world, and forfeit his life?","for what shall it profit a man, if he may gain the whole world, and forfeit his life?","For what shall it profit a man, if he shall gain the whole world, and lose his own soul?"
2252437,"I do not understand how some religions developed their strong prejudices against gays and lesbians--prejudices which are not only unsupported by Jesus' teachings in the Bible, but which even violate his instructions to love one another, as I have loved you, to judge not, lest ye be judged, to spread love, not hatred.",john 15:12,7.0,ngram_shingling_min_count_overlap,True,isaiah 29:13,0.4096579763189278,embedding_similarity,False,2,4,2,"This is my commandment, That ye love one another, as I have loved you.","This is my commandment, that ye love one another, even as I have loved you.","This is my commandment, that you love one another, as I have loved you. ","This is my commandment, that ye love one another, as I have loved you.","This is my commandment, that ye love one another, even as I have loved you.","This is my commandment, That ye love one another, as I have loved you.","|This is my commandment, that you love one another, even as I have loved you.","'This is my command, that ye love one another, according as I did love you;","This is my commandment, That you love one another, as I have loved you."
2357755,We know from Jesus that greater love hath no one than a man that lay down his life for his friends.,john 15:13,8.0,ngram_shingling_min_count_overlap,True,john 15:13,0.8380655146782233,embedding_similarity,True,2,8,2,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends."
772642,"If it were not so, I would not vote for it.",john 14:2,6.0,ngram_shingling_min_count_overlap,True,psalm 66:18,0.1283926041782191,embedding_similarity,False,2,1,2,"In my Father's house are many mansions: if it were not so, I would have told you. I go to prepare a place for you.","In my Father's house are many mansions; if it were not so, I would have told you; for I go to prepare a place for you.","In my Father's house there are many mansions. If not, I would have told you: because I go to prepare a place for you. ","In my Father's house there are many abodes; were it not so, I had told you: for I go to prepare you a place;","In my Father's house are many mansions; if it were not so, I would have told you; for I go to prepare a place for you.","In my Father's house are many mansions: if it were not so, I would have told you. I go to prepare a place for you.","In my Father's house are many homes. If it weren't so, I would have told you. I am going to prepare a place for you.","in the house of my Father are many mansions; and if not, I would have told you; I go on to prepare a place for you;","In my Father's house are many mansions: if it were not so, I would have told you. I go to prepare a place for you."
1236137,"And the King will answer them, `Truly, I say to you, as you did it to one of the least of these my brothers, you did it to me.'",matthew 25:40,6.0,ngram_shingling_min_count_overlap,True,matthew 25:40,0.86313804311265,embedding_similarity,True,2,8,2,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king answering, shall say to them: Amen I say to you, as long as you did it to one of these my least brethren, you did it to me. ","And the King answering shall say to them, Verily, I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye did it unto one of these my brethren, even these least, ye did it unto me.","And the king will answer and say to them, Verily I say to you, Inasmuch as ye have done it to one of the least of these my brethren, ye have done it to me.","|The King will answer them, 'Most certainly I tell you, inasmuch as you did it to one of the least of these my brothers, you did it to me.'","And the king answering, shall say to them, Verily I say to you, Inasmuch as ye did it to one of these my brethren &#8212; the least &#8212; to me ye did it.","And the King shall answer and say to them, Truly I say to you, Inasmuch as you have done it to one of the least of these my brothers, you have done it to me."
787484,"Their mission is taken from the Book of Isaiah, ``to bind up the brokenhearted, to proclaim freedom for the captives, and release from darkness for the prisoners.''",isaiah 61:1,8.0,ngram_shingling_min_count_overlap,True,acts 26:18,0.5297285250853996,embedding_similarity,True,2,5,2,"The Spirit of the Lord GOD is upon me; because the LORD hath anointed me to preach good tidings unto the meek; he hath sent me to bind up the brokenhearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound;","The Spirit of the Lord Jehovah is upon me; because Jehovah hath anointed me to preach good tidings unto the meek; he hath sent me to bind up the broken-hearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound;","THE spirit of the Lord is upon me, because the Lord hath anointed me: he hath sent me to preach to the meek, to heal the contrite of heart, and to preach a release to the captives, and deliverance to them that are shut up. ","The Spirit of the Lord Jehovah is upon me, because Jehovah hath anointed me to announce glad tidings unto the meek; he hath sent me to bind up the broken-hearted, to proclaim liberty to the captives, and opening of the prison to them that are bound;","The spirit of the Lord GOD is upon me; because the LORD hath anointed me to preach good tidings unto the meek; he hath sent me to bind up the brokenhearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound;","The Spirit of the Lord GOD is upon me; because the LORD hath anointed me to publish good tidings to the meek; he hath sent me to bind up the broken-hearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound;","The Spirit of the Lord Yahweh is on me; because Yahweh has anointed me to preach good news to the humble. He has sent me to bind up the brokenhearted, to proclaim liberty to the captives, and release to those who are bound;","The Spirit of the Lord Jehovah is on me, Because Jehovah did anoint me To proclaim tidings to the humble, He sent me to bind the broken of heart, To proclaim to captives liberty, And to bound ones an opening of bands.","The Spirit of the Lord GOD is on me; because the LORD has anointed me to preach good tidings to the meek; he has sent me to bind up the brokenhearted, to proclaim liberty to the captives, and the opening of the prison to them that are bound;"
2347796,"Doug has told him Jesus said: ``I am the way, the truth, and the life.",john 14:6,8.0,ngram_shingling_min_count_overlap,True,john 14:6,0.6905135969712503,embedding_similarity,True,2,6,2,"Jesus saith unto him, I am the way, the truth, and the life: no man cometh unto the Father, but by me.","Jesus saith unto him, I am the way, and the truth, and the life: no one cometh unto the Father, but by me.","Jesus saith to him: I am the way, and the truth, and the life. No man cometh to the Father, but by me. ","Jesus says to him, I am the way, and the truth, and the life. No one comes to the Father unless by me.","Jesus saith unto him, I am the way, and the truth, and the life: no one cometh unto the Father, but by me.","Jesus saith to him, I am the way, and the truth, and the life: no man cometh to the Father, but by me.","Jesus said to him, |I am the way, the truth, and the life. No one comes to the Father, except through me.","Jesus saith to him, 'I am the way, and the truth, and the life, no one doth come unto the Father, if not through me;","Jesus said to him, I am the way, the truth, and the life: no man comes to the Father, but by me."
343685,"They have fulfilled the biblical directive found in the Book of Micah, ``to act justly, to love mercy, and to walk humbly with your God.''",micah 6:8,7.0,ngram_shingling_min_count_overlap,True,micah 6:8,0.5958228387800184,embedding_similarity,True,2,5,2,"He hath shewed thee, O man, what is good; and what doth the LORD require of thee, but to do justly, and to love mercy, and to walk humbly with thy God?","He hath showed thee, O man, what is good; and what doth Jehovah require of thee, but to do justly, and to love kindness, and to walk humbly with thy God?","I will shew thee, O man, what is good, and what the Lord requireth of thee: Verily, to do judgment, and to love mercy, and to walk solicitous with thy God. ","He hath shewn thee, O man, what is good: and what doth Jehovah require of thee, but to do justly, and to love goodness, and to walk humbly with thy God?","He hath shewed thee, O man, what is good; and what doth the LORD require of thee, but to do justly, and to love mercy, and to walk humbly with thy God?","He hath shown thee, O man, what is good; and what the LORD doth require of thee, but to do justly, and to love mercy, and to walk humbly with thy God?","He has shown you, O man, what is good. What does Yahweh require of you, but to act justly, to love mercy, and to walk humbly with your God?","He hath declared to thee, O man, what is good; Yea, what is Jehovah requiring of thee, Except &#8212; to do judgment, and love kindness, And lowly to walk with thy God?","He has showed you, O man, what is good; and what does the LORD require of you, but to do justly, and to love mercy, and to walk humbly with your God?"
907687,"As the Good Book says in Acts 20:35, ``It is more blessed to give than to receive.''",acts 20:35,8.0,ngram_shingling_min_count_overlap,True,acts 20:35,0.498781325897259,embedding_similarity,False,2,5,2,"I have shewed you all things, how that so labouring ye ought to support the weak, and to remember the words of the Lord Jesus, how he said, It is more blessed to give than to receive.","In all things I gave you an example, that so laboring ye ought to help the weak, and to remember the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.","I have shewed you all things, how that so labouring you ought to support the weak, and to remember the word of the Lord Jesus, how he said: It is a more blessed thing to give, rather than to receive. ","I have shewed you all things, that thus labouring we ought to come in aid of the weak, and to remember the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.","In all things I gave you an example, how that so labouring ye ought to help the weak, and to remember the words of the Lord Jesus, how he himself said, It is more blessed to give than to receive.","I have shown you all things, that so laboring ye ought to support the weak, and to remember the words of the Lord Jesus, that he said, It is more blessed to give than to receive.","In all things I gave you an example, that so laboring you ought to help the weak, and to remember the words of the Lord Jesus, that he himself said, 'It is more blessed to give than to receive.'|","all things I did shew you, that, thus labouring, it behoveth us to partake with the ailing, to be mindful also of the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.'","I have showed you all things, how that so laboring you ought to support the weak, and to remember the words of the Lord Jesus, how he said, It is more blessed to give than to receive."
1161514,"The President said: ``As we have been assured, neither death nor life, nor angels nor principalities nor powers, nor things present nor things to come, nor height nor depth can separate us from God's love.''",romans 8:38,10.0,ngram_shingling_min_count_overlap,True,romans 8:38,0.6755560220080687,embedding_similarity,True,3,6,3,"For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers, nor things present, nor things to come,","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,","For I am sure that neither death, nor life, nor angels, nor principalities, nor powers, nor things present, nor things to come, nor might, ","For I am persuaded that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers, nor things present, nor things to come,","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,","for I am persuaded that neither death, nor life, nor messengers, nor principalities, nor powers, nor things present,","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers, nor things present, nor things to come,"
210515,"I can remember a favorite verse that he used most of the time, a most common verse, the 23rd Psalm: The Lord is my Shepherd; I shall not want.",psalm 23:1,9.0,ngram_shingling_min_count_overlap,True,psalm 23:1,0.5947905803894667,embedding_similarity,True,3,5,3,{A Psalm of David.} The LORD is my shepherd; I shall not want.,Jehovah is my shepherd; I shall not want.,A psalm for David. The Lord ruleth me: and I shall want nothing. ,{A Psalm of David.} Jehovah is my shepherd; I shall not want.,A Psalm of David. The LORD is my shepherd; I shall not want.,A Psalm of David. The LORD is my shepherd; I shall not want.,Yahweh is my shepherd: I shall lack nothing.,"A Psalm of David. Jehovah is my shepherd, I do not lack,",The LORD is my shepherd; I shall not want.
1172582,"In Acts 20:35, the Lord Jesus himself said ``it is more blessed to give than to receive.''",acts 20:35,9.0,ngram_shingling_min_count_overlap,True,acts 20:35,0.4754701234095378,embedding_similarity,False,3,4,3,"I have shewed you all things, how that so labouring ye ought to support the weak, and to remember the words of the Lord Jesus, how he said, It is more blessed to give than to receive.","In all things I gave you an example, that so laboring ye ought to help the weak, and to remember the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.","I have shewed you all things, how that so labouring you ought to support the weak, and to remember the word of the Lord Jesus, how he said: It is a more blessed thing to give, rather than to receive. ","I have shewed you all things, that thus labouring we ought to come in aid of the weak, and to remember the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.","In all things I gave you an example, how that so labouring ye ought to help the weak, and to remember the words of the Lord Jesus, how he himself said, It is more blessed to give than to receive.","I have shown you all things, that so laboring ye ought to support the weak, and to remember the words of the Lord Jesus, that he said, It is more blessed to give than to receive.","In all things I gave you an example, that so laboring you ought to help the weak, and to remember the words of the Lord Jesus, that he himself said, 'It is more blessed to give than to receive.'|","all things I did shew you, that, thus labouring, it behoveth us to partake with the ailing, to be mindful also of the words of the Lord Jesus, that he himself said, It is more blessed to give than to receive.'","I have showed you all things, how that so laboring you ought to support the weak, and to remember the words of the Lord Jesus, how he said, It is more blessed to give than to receive."
122589,"The first: Love Thy Lord Thy God with all thy heart, all thy soul, all thy mind.",matthew 22:37,10.0,ngram_shingling_min_count_overlap,True,deuteronomy 6:5,0.7449464642048605,embedding_similarity,True,3,7,3,"Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.","And he said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.","Jesus said to him: Thou shalt love the Lord thy God with thy whole heart, and with thy whole soul, and with thy whole mind. ","And he said to him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy understanding.","And he said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.","Jesus said to him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.","Jesus said to him, |'You shall love the Lord your God with all your heart, with all your soul, and with all your mind.'","And Jesus said to him, 'Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thine understanding &#8212; ","Jesus said to him, You shall love the Lord your God with all your heart, and with all your soul, and with all your mind."
938685,Let's all of us get down on our knees and pray that the Holy Spirit will inspire us to remember Jesus' exultation to us--``Bless are the peacemakers for they shall be called the children of God.'',matthew 5:9,9.0,ngram_shingling_min_count_overlap,True,matthew 5:9,0.7494009729446279,embedding_similarity,True,3,7,3,Blessed are the peacemakers: for they shall be called the children of God.,Blessed are the peacemakers: for they shall be called sons of God.,Blesses are the peacemakers: for they shall be called children of God. ,"Blessed the peace-makers, for they shall be called sons of God.",Blessed are the peacemakers: for they shall be called sons of God.,Blessed are the peace-makers: for they shall be called children of God.,"Blessed are the peacemakers, for they shall be called children of God.",Happy the peacemakers &#8212; because they shall be called Sons of God.,Blessed are the peacemakers: for they shall be called the children of God.
840987,"But let me remind you then, in the 24th Psalm, it is written: ``The Earth is the Lord's and the fullness thereof, the world, and they that dwell therein, for He hath founded it upon the seas and established it upon the floods.''",psalm 24:1,10.0,ngram_shingling_min_count_overlap,True,psalm 24:1,0.7860924809080609,embedding_similarity,True,3,7,3,"{A Psalm of David.} The earth is the LORD'S, and the fulness thereof; the world, and they that dwell therein.","The earth is Jehovah's, and the fulness thereof; The world, and they that dwell therein.","On the first day of the week, a psalm for David. The earth is the Lord's and the fulness thereof: the world, and all they that dwell therein. ","{Of David. A Psalm.} The earth is Jehovah's, and the fulness thereof; the world, and they that dwell therein.","A Psalm of David. The earth is the LORD'S, and the fulness thereof; the world, and they that dwell therein.","A Psalm of David. The earth is the LORD'S, and the fullness thereof; the world, and they that dwell therein.","The earth is Yahweh's, with its fullness; the world, and those who dwell therein.","A Psalm of David. To Jehovah is the earth and its fulness, The world and the inhabitants in it.","The earth is the LORD's, and the fullness thereof; the world, and they that dwell therein."
1971360,"``Come unto me, all you who are burdened and heavy laden, and I will give you rest.''",matthew 11:28,10.0,ngram_shingling_min_count_overlap,True,matthew 11:28,0.8458071555685072,embedding_similarity,True,3,8,3,"Come unto me, all ye that labour and are heavy laden, and I will give you rest.","Come unto me, all ye that labor and are heavy laden, and I will give you rest.","Come to me, all you that labour, and are burdened, and I will refresh you. ","Come to me, all ye who labour and are burdened, and I will give you rest.","Come unto me, all ye that labour and are heavy laden, and I will give you rest.","Come to me, all ye that labor, and are heavy laden, and I will give you rest.","|Come to me, all you who labor and are heavily burdened, and I will give you rest.","'Come unto me, all ye labouring and burdened ones, and I will give you rest,","Come to me, all you that labor and are heavy laden, and I will give you rest."
2284452,"It is the only religion that is truly based on love because to be a Christian, you have to believe God so loved the world that He gave His only Son, that whoever believed in His Son would not perish but have everlasting life.",john 3:16,10.0,ngram_shingling_min_count_overlap,True,1 john 4:16,0.4721334995201356,embedding_similarity,False,3,4,3,"For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.","For God so loved the world, that he gave his only begotten Son, that whosoever believeth on him should not perish, but have eternal life.","For God so loved the world, as to give his only begotten Son; that whosoever believeth in him, may not perish, but may have life everlasting. ","For God so loved the world, that he gave his only-begotten Son, that whosoever believes on him may not perish, but have life eternal.","For God so loved the world, that he gave his only begotten Son, that whosoever believeth on him should not perish, but have eternal life.","For God so loved the world, that he gave his only-begotten Son, that whoever believeth in him, should not perish, but have everlasting life.","For God so loved the world, that he gave his one and only Son, that whoever believes in him should not perish, but have eternal life.","for God did so love the world, that His Son &#8212; the only begotten &#8212; He gave, that every one who is believing in him may not perish, but may have life age-during.","For God so loved the world, that he gave his only begotten Son, that whoever believes in him should not perish, but have everlasting life."
2357938,"Then he quoted Paul's words: ``For I am not ashamed of the Gospel, for it is the power of God to salvation.''",romans 1:16,11.0,ngram_shingling_min_count_overlap,True,romans 1:16,0.6961345754895798,embedding_similarity,True,4,7,4,"For I am not ashamed of the gospel of Christ: for it is the power of God unto salvation to every one that believeth; to the Jew first, and also to the Greek.","For I am not ashamed of the gospel: for it is the power of God unto salvation to every one that believeth; to the Jew first, and also to the Greek.","For I am not ashamed of the gospel. For it is the power of God unto salvation to every one that believeth, to the Jew first, and to the Greek. ","For I am not ashamed of the glad tidings; for it is God's power to salvation, to every one that believes, both to Jew first and to Greek:","For I am not ashamed of the gospel: for it is the power of God unto salvation to every one that believeth; to the Jew first, and also to the Greek.","For I am not ashamed of the gospel of Christ: for it is the power of God to salvation to every one that believeth; to the Jew first, and also to the Greek.","For I am not ashamed of the Good News of Christ, for it is the power of God for salvation for everyone who believes; for the Jew first, and also for the Greek.","for I am not ashamed of the good news of the Christ, for it is the power of God to salvation to every one who is believing, both to Jew first, and to Greek.","For I am not ashamed of the gospel of Christ: for it is the power of God to salvation to every one that believes; to the Jew first, and also to the Greek."
857332,"Let us hearken again to the angel choir singing, `Glory to God in the highest, and on Earth peace, goodwill toward men.'",luke 2:14,11.0,ngram_shingling_min_count_overlap,True,luke 2:14,0.692016719223598,embedding_similarity,True,4,6,4,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will. ,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men."
